Word,Lemmatized Noun,Lemmatized Adjective,Tag
ghezel,ghezel,ghezel,n
hesar,hesar,hesar,n
golden,golden,golden,a
fence,fence,fence,n
mixed,mixed,mixed,a
moment,moment,moment,n
hideous,hideous,hideous,a
present,present,present,a
past,past,past,n
state,state,state,n
suspense,suspense,suspense,n
roya,roya,roya,n
dreadful,dreadful,dreadful,a
return,return,return,n
sister,sister,sister,n
force,force,force,n
bark,bark,bark,n
crawl,crawl,crawl,n
dog,dog,dog,n
playing,playing,playing,n
mind,mind,mind,n
kinds,kind,kinds,n
emotions,emotion,emotions,n
behavior,behavior,behavior,a
invoke,invoke,invoke,n
roya,roya,roya,n
colorful,colorful,colorful,a
vivid,vivid,vivid,a
present,present,present,a
torture,torture,torture,n
submit,submit,submit,n
acts,act,acts,n
space,space,space,n
suspension,suspension,suspension,n
barzakh,barzakh,barzakh,n
blaze,blaze,blaze,n
body,body,body,n
person,person,person,n
flame,flame,flame,n
hell,hell,hell,n
body,body,body,n
uncertainty,uncertainty,uncertainty,n
prisoner,prisoner,prisoner,n
terms,term,terms,n
result,result,result,n
torturous,torturous,torturous,a
moment,moment,moment,n
inability,inability,inability,n
move,move,move,n
mean,mean,mean,n
capacity,capacity,capacity,n
live,live,live,a
history,history,history,n
memory,memory,memory,n
imagination,imagination,imagination,n
frozen,frozen,frozen,a
present,present,present,n
roya,roya,roya,n
blocks,block,blocks,n
possibility,possibility,possibility,n
imagination,imagination,imagination,n
precludes,precludes,precludes,n
possibility,possibility,possibility,n
reality,reality,reality,n
illusion,illusion,illusion,n
torture,torture,torture,n
impasse,impasse,impasse,a
extensive,extensive,extensive,a
pain,pain,pain,n
person,person,person,n
body,body,body,n
soul,soul,soul,n
state,state,state,n
vacillation,vacillation,vacillation,n
confusion,confusion,confusion,n
memory,memory,memory,n
experience,experience,experience,n
tarnishes,tarnish,tarnishes,n
person,person,person,n
ability,ability,ability,n
separate,separate,separate,a
frontiers,frontier,frontiers,n
torture,torture,torture,n
time,time,time,n
unimpeded,unimpeded,unimpeded,a
eternity,eternity,eternity,n
memory,memory,memory,n
destruction,destruction,destruction,n
distinctions,distinction,distinctions,n
pain,pain,pain,n
torture,torture,torture,n
former,former,former,a
iranian,iranian,iranian,a
woman,woman,woman,n
prisoner,prisoner,prisoner,n
remembers,remembers,remembers,n
ones,one,ones,n
longer,longer,long,a
effect,effect,effect,n
pain,pain,pain,n
lashes,lash,lashes,n
body,body,body,n
lashes,lash,lashes,n
blow,blow,blow,n
whole,whole,whole,a
body,body,body,n
electrical,electrical,electrical,a
shock,shock,shock,n
sharp,sharp,sharp,a
pain,pain,pain,n
body,body,body,n
torture,torture,torture,n
death,death,death,n
smile,smile,smile,a
person,person,person,n
life,life,life,n
longer,longer,long,a
anything,anything,anything,n
pain,pain,pain,n
impairment,impairment,impairment,a
perception,perception,perception,n
clouds,cloud,clouds,n
space,space,space,n
anticipation,anticipation,anticipation,n
torture,torture,torture,n
real,real,real,a
occurrence,occurrence,occurrence,n
enough,enough,enough,a
space,space,space,n
cell,cell,cell,n
time,time,time,n
nobody,nobody,nobody,n
cell,cell,cell,n
roya,roya,roya,n
prepare,prepare,prepare,n
imaginary,imaginary,imaginary,a
guests,guest,guests,n
day,day,day,n
day,day,day,n
corner,corner,corner,n
cell,cell,cell,n
bars,bar,bars,n
precision,precision,precision,n
preparations,preparation,preparations,n
passion,passion,passion,n
eagerness,eagerness,eagerness,n
behavior,behavior,behavior,a
innocence,innocence,innocence,n
character,character,character,n
past,past,past,a
return,return,return,n
childlike,childlike,childlike,n
state,state,state,n
result,result,result,n
trauma,trauma,trauma,n
capacity,capacity,capacity,n
child,child,child,n
wealthy,wealthy,wealthy,a
family,family,family,n
care,care,care,n
talent,talent,talent,a
host,host,host,n
guests,guest,guests,n
element,element,element,a
swift,swift,swift,n
journey,journey,journey,n
time,time,time,n
things,thing,things,n
mother,mother,mother,n
father,father,father,n
seemed,seemed,seemed,a
perceive,perceive,perceive,a
situation,situation,situation,n
consequence,consequence,consequence,n
torture,torture,torture,n
conversation,conversation,conversation,n
former,former,former,a
high,high,high,a
school,school,school,n
teacher,teacher,teacher,n
aki,aki,aki,n
prisoner,prisoner,prisoner,n
ghezel,ghezel,ghezel,a
hesar,hesar,hesar,n
guards,guard,guards,n
brain,brain,brain,n
nothing,nothing,nothing,n
water,water,water,n
conversation,conversation,conversation,n
aki,aki,aki,n
roya,roya,roya,n
lucky,lucky,lucky,a
days,day,days,n
ones,one,ones,n
first,first,first,a
time,time,time,n
alongside,alongside,alongside,a
others,others,others,n
high,high,high,a
school,school,school,n
jerked,jerked,jerked,a
site,site,site,n
torture,torture,torture,n
full,full,full,a
cockroaches,cockroach,cockroaches,n
cell,cell,cell,n
cell,cell,cell,n
dark,dark,dark,n
dark,dark,dark,n
roya,roya,roya,n
worlds,world,worlds,n
sink,sink,sink,n
please,please,please,n
sister,sister,sister,n
bakhtiyari,bakhtiyari,bakhtiyari,n
tap,tap,tap,n
wall,wall,wall,n
cell,cell,cell,n
entire,entire,entire,a
evening,evening,evening,n
conversation,conversation,conversation,n
corner,corner,corner,n
cell,cell,cell,n
knees,knee,knees,n
inmates,inmate,inmates,n
roya,roya,roya,n
distance,distance,distance,n
immense,immense,immense,a
slight,slight,slight,a
play,play,play,n
games,game,games,n
spirits,spirit,spirits,n
high,high,high,a
touch,touch,touch,a
something,something,something,n
horror,horror,horror,a
torture,torture,torture,n
innocence,innocence,innocence,n
joy,joy,joy,n
childhood,childhood,childhood,n
risk,risk,risk,n
soil,soil,soil,n
seeds,seed,seeds,n
way,way,way,n
clinic,clinic,clinic,a
interrogation,interrogation,interrogation,n
family,family,family,n
meetings,meeting,meetings,n
plant,plant,plant,n
new,new,new,a
year,year,year,n
sabzeh,sabzeh,sabzeh,n
green,green,green,a
plants,plant,plants,n
new,new,new,a
year,year,year,n
symbol,symbol,symbol,n
growth,growth,growth,n
theatricality,theatricality,theatricality,n
resistant,resistant,resistant,a
prisoners,prisoner,prisoners,n
ceremonious,ceremonious,ceremonious,a
acts,act,acts,n
serious,serious,serious,a
roya,roya,roya,n
prisoners,prisoner,prisoners,n
humanity,humanity,humanity,n
struggle,struggle,struggle,n
social,social,social,a
creative,creative,creative,a
beings,being,beings,n
prisoners,prisoner,prisoners,n
personal,personal,personal,a
sociocultural,sociocultural,sociocultural,a
resources,resource,resources,n
joy,joy,joy,a
creativity,creativity,creativity,n
rejuvenation,rejuvenation,rejuvenation,n
torturers,torturer,torturers,n
potential,potential,potential,a
sign,sign,sign,n
happiness,happiness,happiness,n
imaginative,imaginative,imaginative,a
creation,creation,creation,n
prisoners,prisoner,prisoners,n
resilient,resilient,resilient,a
creativity,creativity,creativity,n
artistic,artistic,artistic,a
production,production,production,n
artistic,artistic,artistic,a
ways,way,ways,n
spirit,spirit,spirit,n
joy,joy,joy,n
life,life,life,n
torture,torture,torture,n
ability,ability,ability,n
destroy,destroy,destroy,a
wonder,wonder,wonder,n
years,year,years,n
shah,shah,shah,n
regime,regime,regime,n
prison,prison,prison,n
officials,official,officials,n
indication,indication,indication,n
sympathy,sympathy,sympathy,n
someone,someone,someone,n
refusal,refusal,refusal,n
authority,authority,authority,n
criminal,criminal,criminal,a
rebellious,rebellious,rebellious,a
act,act,act,n
prisoners,prisoner,prisoners,n
fact,fact,fact,n
event,event,event,n
establishment,establishment,establishment,a
haji,haji,haji,n
davoud,davoud,davoud,n
dastgah,dastgah,dastgah,n
minor,minor,minor,a
event,event,event,n
undertaken,undertaken,undertaken,a
group,group,group,n
prisoners,prisoner,prisoners,n
integrity,integrity,integrity,n
ghezel,ghezel,ghezel,n
hesar,hesar,hesar,n
prisoners,prisoner,prisoners,n
attend,attend,attend,a
regular,regular,regular,a
public,public,public,a
confessions,confession,confessions,n
prisoners,prisoner,prisoners,n
goal,goal,goal,n
confessions,confession,confessions,n
humiliate,humiliate,humiliate,n
speaker,speaker,speaker,n
listener,listener,listener,n
prisoners,prisoner,prisoners,n
confidence,confidence,confidence,n
give,give,give,n
regime,regime,regime,n
opportunity,opportunity,opportunity,n
opposition,opposition,opposition,n
organization,organization,organization,n
important,important,important,a
haji,haji,haji,n
davoud,davoud,davoud,n
concerned,concerned,concerned,a
immorality,immorality,immorality,n
prisoners,prisoner,prisoners,n
danger,danger,danger,a
society,society,society,n
leftist,leftist,leftist,a
prisoners,prisoner,prisoners,n
nonbelievers,nonbeliever,nonbelievers,n
crazy,crazy,crazy,a
corrupt,corrupt,corrupt,a
individuals,individual,individuals,n
values,value,values,n
morals,moral,morals,n
women,woman,women,n
listening,listening,listening,n
confessions,confession,confessions,n
prisoners,prisoner,prisoners,n
preferred,preferred,preferred,a
resist,resist,resist,n
suffer,suffer,suffer,n
pain,pain,pain,n
bearing,bearing,bearing,n
witness,witness,witness,n
hu,hu,hu,n
roya,roya,roya,n
recantations,recantation,recantations,n
successful,successful,successful,a
confessions,confession,confessions,n
resistance,resistance,resistance,n
ruthless,ruthless,ruthless,a
demonstration,demonstration,demonstration,n
technologies,technology,technologies,n
power,power,power,n
human,human,human,a
flesh,flesh,flesh,a
souls,soul,souls,n
normal,normal,normal,a
day,day,day,n
day,day,day,n
worse,worse,bad,a
day,day,day,n
prison,prison,prison,n
guard,guard,guard,n
women,woman,women,n
wards,ward,wards,n
new,new,new,a
session,session,session,n
confessions,confession,confessions,n
day,day,day,n
group,group,group,n
responsible,responsible,responsible,a
day,day,day,n
carpets,carpet,carpets,n
hall,hall,hall,a
prisoners,prisoner,prisoners,n
watch,watch,watch,n
show,show,show,n
voluntary,voluntary,voluntary,a
job,job,job,n
prisoners,prisoner,prisoners,n
duty,duty,duty,n
various,various,various,a
reactions,reaction,reactions,n
prisoners,prisoner,prisoners,n
haji,haji,haji,n
davoud,davoud,davoud,a
order,order,order,n
dangerous,dangerous,dangerous,a
reputation,reputation,reputation,n
punishment,punishment,punishment,n
haji,haji,haji,n
davoud,davoud,davoud,n
blood,blood,blood,n
face,face,face,n
heard,heard,heard,n
prisoners,prisoner,prisoners,n
response,response,response,n
new,new,new,a
phase,phase,phase,n
anticipation,anticipation,anticipation,n
late,late,late,a
evening,evening,evening,n
haji,haji,haji,n
show,show,show,n
day,day,day,n
ward,ward,ward,a
prisoners,prisoner,prisoners,n
life,life,life,n
barzakh,barzakh,barzakh,n
beating,beating,beating,n
long,long,long,a
prisoners,prisoner,prisoners,n
blankets,blanket,blankets,n
guard,guard,guard,n
contrast,contrast,contrast,a
claims,claim,claims,n
cannot,cannot,cannot,n
others,others,others,n
experience,experience,experience,n
watching,watching,watching,n
prisoners,prisoner,prisoners,n
unbearable,unbearable,unbearable,a
words,word,words,n
woman,woman,woman,n
jailed,jailed,jailed,a
time,time,time,n
islamic,islamic,islamic,a
republic,republic,republic,a
roya,roya,roya,n
turn,turn,turn,n
body,body,body,n
pain,pain,pain,n
somebody,somebody,somebody,n
else,else,else,a
soul,soul,soul,n
body,body,body,n
soul,soul,soul,n
pain,pain,pain,n
way,way,way,n
soul,soul,soul,n
others,others,others,n
differs,differs,differs,n
haji,haji,haji,a
davoud,davoud,davoud,n
preplanned,preplanned,preplanned,a
rebellion,rebellion,rebellion,n
natural,natural,natural,a
reaction,reaction,reaction,n
prisoners,prisoner,prisoners,n
unable,unable,unable,a
friends,friend,friends,n
beat,beat,beat,n
words,word,words,n
contagious,contagious,contagious,a
prisoners,prisoner,prisoners,n
beat,beat,beat,n
minutes,minute,minutes,n
prisoners,prisoner,prisoners,n
beat,beat,beat,n
haji,haji,haji,a
davoud,davoud,davoud,n
incredible,incredible,incredible,a
dare,dare,dare,n
protest,protest,protest,a
authority,authority,authority,n
prison,prison,prison,n
pay,pay,pay,n
high,high,high,a
price,price,price,n
wait,wait,wait,n
watch,watch,watch,n
broken,broken,broken,a
heads,head,heads,n
arms,arm,arms,n
sample,sample,sample,a
way,way,way,n
dynamic,dynamic,dynamic,a
power,power,power,n
relations,relation,relations,n
prison,prison,prison,n
ers,er,ers,n
attempts,attempt,attempts,n
connection,connection,connection,n
rituals,ritual,rituals,n
tradition,tradition,tradition,n
innovation,innovation,innovation,n
creativity,creativity,creativity,n
part,part,part,n
humanness,humanness,humanness,n
sense,sense,sense,n
empathy,empathy,empathy,a
alive,alive,alive,a
qualities,quality,qualities,n
suppression,suppression,suppression,n
regimes,regime,regimes,n
solve,solve,solve,a
old,old,old,a
problems,problem,problems,n
family,family,family,n
members,member,members,n
neighbors,neighbor,neighbors,n
friends,friend,friends,n
tasks,task,tasks,n
new,new,new,a
year,year,year,n
idea,idea,idea,n
place,place,place,n
whole,whole,whole,a
year,year,year,n
mess,mess,mess,n
funny,funny,funny,a
idea,idea,idea,n
superstitious,superstitious,superstitious,a
modern,modern,modern,a
intellectuals,intellectual,intellectuals,n
action,action,action,n
celebration,celebration,celebration,n
intensified,intensified,intensified,a
energies,energy,energies,n
persistence,persistence,persistence,n
matter,matter,matter,n
life,life,life,n
death,death,death,n
years,year,years,n
guards,guard,guards,n
ward,ward,ward,a
discover,discover,discover,n
plants,plant,plants,n
celebration,celebration,celebration,a
prisoners,prisoner,prisoners,n
guards,guard,guards,n
symbolic,symbolic,symbolic,a
culture,culture,culture,n
plants,plant,plants,n
personified,personified,personified,a
growth,growth,growth,n
vitality,vitality,vitality,n
context,context,context,n
plants,plant,plants,n
shapes,shape,shapes,n
usual,usual,usual,a
form,form,form,n
communicate,communicate,communicate,n
stratum,stratum,stratum,n
symbolic,symbolic,symbolic,a
representation,representation,representation,n
political,political,political,a
prison,prison,prison,n
action,action,action,n
political,political,political,a
freedom,freedom,freedom,n
illicit,illicit,illicit,n
word,word,word,n
prison,prison,prison,n
inscribed,inscribed,inscribed,a
wings,wing,wings,n
plant,plant,plant,n
blue,blue,blue,a
free,free,free,a
imagination,imagination,imagination,n
release,release,release,n
imprisonment,imprisonment,imprisonment,a
spirit,spirit,spirit,n
reason,reason,reason,n
guards,guard,guards,n
wings,wing,wings,a
plants,plant,plants,n
wings,wing,wings,n
survive,survive,survive,a
jail,jail,jail,n
alluded,alluded,alluded,a
freedom,freedom,freedom,n
taboo,taboo,taboo,n
word,word,word,n
roya,roya,roya,n
bird,bird,bird,a
bird,bird,bird,n
warmer,warmer,warm,n
place,place,place,n
winter,winter,winter,n
spring,spring,spring,n
stronger,stronger,strong,a
confrontation,confrontation,confrontation,n
system,system,system,n
regime,regime,regime,n
prisoners,prisoner,prisoners,n
proposition,proposition,proposition,n
winter,winter,winter,n
spring,spring,spring,n
generous,generous,generous,a
smile,smile,smile,a
embrace,embrace,embrace,n
body,body,body,n
prisoners,prisoner,prisoners,n
isolation,isolation,isolation,n
stick,stick,stick,n
nose,nose,nose,a
something,something,something,n
anything,anything,anything,n
assume,assume,assume,a
stupid,stupid,stupid,a
understand,understand,understand,a
mean,mean,mean,n
cold,cold,cold,a
winter,winter,winter,n
give,give,give,a
way,way,way,n
spring,spring,spring,n
beautiful,beautiful,beautiful,a
generous,generous,generous,a
sunny,sunny,sunny,n
smile,smile,smile,n
exact,exact,exact,a
words,word,words,n
ghezel,ghezel,ghezel,a
hesar,hesar,hesar,a
ward,ward,ward,n
response,response,response,n
prisoners,prisoner,prisoners,n
complaints,complaint,complaints,n
letters,letter,letters,n
families,family,families,n
censorship,censorship,censorship,n
